"city","address_id","street1","street2","zipcode","state","po_box","lat","lng","formatted_address"
"Northfield",197,"216 Northfield Ave","","08225","NJ","",39.3705898,-74.5518912,"216 Northfield Ave, Northfield, NJ 08225, USA"
"Northfield",198,"2322 New Rd","","08225","NJ","",39.364209,-74.563542,"2322 New Rd, Northfield, NJ 08225, USA"
"Northfield",199,"1220 Tilton Rd","","08225","NJ","",39.3740205,-74.5529773,"1220 Tilton Rd, Northfield, NJ 08225, USA"
"Linwood",200,"2021 New Rd Ste 1","","08221","NJ","",39.3361585,-74.5879575,"2021 New Rd #1, Linwood, NJ 08221, USA"
"Linwood",201,"2106 New Rd Ste D10","","08221","NJ","",39.3346482,-74.5868904,"2106 New Rd, Linwood, NJ 08221, USA"
"Linwood",202,"1401 New Rd","","08221","NJ","",39.3441223,-74.5824206,"1401 New Rd, Linwood, NJ 08221, USA"
"Linwood",203,"2106 New Rd Bldg C","","08221","NJ","",39.3346482,-74.5868904,"2106 New Rd, Linwood, NJ 08221, USA"
"Linwood",204,"2021 New Rd Ste 10","","08221","NJ","",39.3361585,-74.5879575,"2021 New Rd #10, Linwood, NJ 08221, USA"
"Linwood",205,"1201 New Rd Ste 120","","08221","NJ","",39.3479118,-74.5804527,"1201 New Rd #120, Linwood, NJ 08221, USA"
"Linwood",206,"2021 New Rd Ste 6","","08221","NJ","",39.3361585,-74.5879575,"2021 New Rd #6, Linwood, NJ 08221, USA"
"Linwood",207,"199 New Rd Ste 32","","08221","NJ","",39.3599187,-74.5679315,"199 New Rd #32, Linwood, NJ 08221, USA"
"Linwood",208,"2106 New Rd Ste D4","","08221","NJ","",39.3346482,-74.5868904,"2106 New Rd, Linwood, NJ 08221, USA"
"Linwood",209,"2106 New Rd Ste D5","","08221","NJ","",39.3346482,-74.5868904,"2106 New Rd, Linwood, NJ 08221, USA"
"Linwood",210,"2106 New Rd Ste D2","","08221","NJ","",39.3346482,-74.5868904,"2106 New Rd, Linwood, NJ 08221, USA"
"Linwood",211,"222 New Rd Ste 6","","08221","NJ","",39.3574753,-74.5691668,"222 New Rd #6, Linwood, NJ 08221, USA"
"Linwood",212,"598 New Rd","PO Box 385","08221","NJ","385",39.3564568,-74.5712482,"598 New Rd, Linwood, NJ 08221, USA"
"Linwood",213,"1212 Shore Rd","","08221","NJ","",39.3450378,-74.5705487,"1212 Shore Rd, Linwood, NJ 08221, USA"
"Linwood",214,"1999 New Rd Ste B","","08221","NJ","",39.3379518,-74.5870121,"1999 New Rd b, Linwood, NJ 08221, USA"
"Linwood",215,"2106 New Rd Bldg C Ste 4","","08221","NJ","",39.3346482,-74.5868904,"2106 New Rd #4, Linwood, NJ 08221, USA"
"Linwood",216,"2021 New Rd Ste 17","","08221","NJ","",39.3361585,-74.5879575,"2021 New Rd #17, Linwood, NJ 08221, USA"
"Linwood",217,"2106 New Rd Ste D-1","","08221","NJ","",39.3346482,-74.5868904,"2106 New Rd, Linwood, NJ 08221, USA"
"Linwood",218,"222 New Rd Ste 105","","08221","NJ","",39.3574753,-74.5691668,"222 New Rd #105, Linwood, NJ 08221, USA"
"Linwood",219,"2106 New Rd","","08221","NJ","",39.3346482,-74.5868904,"2106 New Rd, Linwood, NJ 08221, USA"
"Linwood",220,"2020 New Rd","","08221","NJ","",39.3360528,-74.5869804,"2020 New Rd, Linwood, NJ 08221, USA"
"Linwood",221,"327 Central Ave Ste 105","","08221","NJ","",39.358009,-74.567321,"327 Central Ave #105, Linwood, NJ 08221, USA"
"Linwood",222,"2106 New Rd Ste C9","","08221","NJ","",39.3346482,-74.5868904,"2106 New Rd, Linwood, NJ 08221, USA"
"Absecon",223,"408 Chris Gaupp Dr","","08205","NJ","",39.471346,-74.5421434,"408 Chris Gaupp Dr, Galloway, NJ 08205, USA"
"Absecon",224,"76 W Jimmie Leeds Rd Ste 203","","08205","NJ","",39.476213,-74.5433388,"76 W Jimmie Leeds Rd #203, Absecon, NJ 08205, USA"
"Absecon",225,"54 W Jimmie Leeds Rd Ste 4 and 5","","08205","NJ","",39.475462,-74.53914,"54 W Jimmie Leeds Rd #4, Galloway, NJ 08205, USA"
"Absecon",226,"506 S New York Rd","","08205","NJ","",39.4471232,-74.4738077,"506 S New York Rd, Galloway, NJ 08205, USA"
"Absecon",227,"415 Chris Gaupp Dr Ste C","","08205","NJ","",39.471469,-74.543671,"415 Chris Gaupp Dr c, Galloway, NJ 08205, USA"
"Absecon",228,"110 E Jimmie Leeds Rd","","08205","NJ","",39.472057,-74.515812,"110 E Jimmie Leeds Rd, Galloway, NJ 08205, USA"
"Absecon",229,"741 S 2nd Ave Ste A","","08205","NJ","",39.4514412,-74.5349682,"741 S 2nd Ave a, Galloway, NJ 08205, USA"
"Absecon",230,"436 Chris Gaupp Dr Ste 204","","08205","NJ","",39.467177,-74.543531,"436 Chris Gaupp Dr #204, Galloway, NJ 08205, USA"
"Absecon",231,"318 Chris Gaupp Dr","","08205","NJ","",39.473093,-74.542184,"318 Chris Gaupp Dr, Galloway, NJ 08205, USA"
"Bloomsburg",232,"6850 Lows Rd Ste 310","","17815","PA","",41.03304,-76.3527359,"6850 Lows Rd #310, Bloomsburg, PA 17815, USA"
"Bloomsburg",233,"447 E 1st St","","17815","PA","",41.0107799,-76.449913,"447 E 1st St, Bloomsburg, PA 17815, USA"
"Bloomsburg",234,"425 E 1st St","","17815","PA","",41.0093173,-76.4525223,"425 E 1st St, Bloomsburg, PA 17815, USA"
"Bloomsburg",235,"439 E 1st St","","17815","PA","",41.0098394,-76.4509022,"439 E 1st St, Bloomsburg, PA 17815, USA"
"Bloomsburg",236,"480 Central Rd","","17815","PA","",41.013995,-76.417773,"480 Central Rd, Bloomsburg, PA 17815, USA"
"Bloomsburg",237,"100 Lunger Dr","WalMart Vision Center","17815","PA","",41.008475,-76.48565,"100 Lunger Dr, Bloomsburg, PA 17815, USA"
"Bloomsburg",238,"113 E 7th St","","17815","PA","",40.9987817,-76.4510149,"113 E 7th St, Bloomsburg, PA 17815, USA"
"Bloomsburg",239,"530 Montour Blvd","","17815","PA","",40.975103,-76.5106069,"530 Montour Blvd, Bloomsburg, PA 17815, USA"
"Bloomsburg",240,"6850 Lows Rd Ste 320","","17815","PA","",41.03304,-76.3527359,"6850 Lows Rd #320, Bloomsburg, PA 17815, USA"
"Bloomsburg",241,"425 E 1st St Ste 101","","17815","PA","",41.0093173,-76.4525223,"425 E 1st St #101, Bloomsburg, PA 17815, USA"
"Bloomsburg",242,"410 Glen Ave","","17815","PA","",41.0092991,-76.452385,"410 Glenn Ave, Bloomsburg, PA 17815, USA"
"Bloomsburg",243,"326 Market St","","17815","PA","",41.000616,-76.4564747,"326 Market St, Bloomsburg, PA 17815, USA"
"Bloomsburg",244,"499 W Main St","","17815","PA","",41.000019,-76.464609,"499 W Main St, Bloomsburg, PA 17815, USA"
"Bloomsburg",245,"2607 Old Berwick Rd","","17815","PA","",41.0075093,-76.4066522,"2607 Old Berwick Rd, Bloomsburg, PA 17815, USA"
"Bloomsburg",246,"100 Lunger Dr","Walmart Vision Center","17815","PA","",41.008475,-76.48565,"100 Lunger Dr, Bloomsburg, PA 17815, USA"
"Bloomsburg",247,"1001 Old Berwick Rd Ste D","","17815","PA","",41.002059,-76.4360839,"1001 Old Berwick Rd d, Bloomsburg, PA 17815, USA"
"Bloomsburg",248,"6850 Lows Rd Ste 328","","17815","PA","",41.03304,-76.3527359,"6850 Lows Rd #328, Bloomsburg, PA 17815, USA"
"Mifflinville",249,"134 W 3rd St","PO Box 622","18631","PA","622",41.031284,-76.310714,"134 W 3rd St, Bloomsburg, PA 17815, USA"
"Watsontown",250,"408 Main St","","17777","PA","",41.0848102,-76.8639316,"408 Main St, Watsontown, PA 17777, USA"
"Muncy",251,"2848 Route 405 Hwy","","17756","PA","",41.213236,-76.7556052,"2848 PA-405, Muncy, PA 17756, USA"
"Muncy",252,"2214 Route 405 Hwy","","17756","PA","",41.218319,-76.7474944,"2214 PA-405, Muncy, PA 17756, USA"
"Muncy",253,"23 E Water St","","17756","PA","",41.2057361,-76.7849167,"23 E Water St, Muncy, PA 17756, USA"
"Muncy",254,"151 John Brady Dr Ste 4","","17756","PA","",41.234406,-76.8177848,"151 John Brady Dr #4, Muncy, PA 17756, USA"
"Muncy",255,"10 Shady Ln","","17756","PA","",41.2126681,-76.7747208,"10 Shady Ln, Muncy, PA 17756, USA"
"Muncy",256,"144 Water St","","17756","PA","",41.206987,-76.7805606,"144 E Water St, Muncy, PA 17756, USA"
"Muncy",257,"2796 Lycoming Mall Dr","","17756","PA","",41.2413852,-76.8500501,"2796 Lycoming Mall Dr, Montoursville, PA 17754, USA"
"Muncy",258,"300 Lycoming Mall Cir","Sears Optical","17756","PA","",41.2415619,-76.8288822,"300 Lycomng Mall, #100, Pennsdale, PA 17756, United States"
"Muncy",259,"215 E Water St","","17756","PA","",41.2086667,-76.776426,"215 E Water St, Muncy, PA 17756, USA"
"Montoursville",260,"1015 N Loyalsock Ave","","17754","PA","",41.2622712,-76.9191341,"1015 N Loyalsock Ave, Montoursville, PA 17754, USA"
"Montoursville",261,"10 Choate Cir","","17754","PA","",41.2483353,-76.8941137,"10 Choate Cir, Montoursville, PA 17754, USA"
"Montoursville",262,"268 Broad St","","17754","PA","",41.2498483,-76.9284362,"268 Broad St, Montoursville, PA 17754, USA"
"Shamokin Dam",263,"99 Baldwin Blvd","","17876","PA","",40.8546127,-76.817701,"99 Baldwin Blvd, Shamokin Dam, PA 17876, USA"
"Shamokin Dam",264,"3090 N Susquehanna Trl","Box 99","17876","PA","",40.8472442,-76.8207421,"3090 N Susquehanna Trail, Shamokin Dam, PA 17876, USA"
"Shamokin Dam",265,"3166 N Old Trl","","17876","PA","",40.8452884,-76.8210765,"3166 N Old Trail, Shamokin Dam, PA 17876, USA"
"Shamokin Dam",266,"3020 N Susquehanna Trl","","17876","PA","",40.8468625,-76.8217425,"3020 N Susquehanna Trail, Shamokin Dam, PA 17876, USA"
"Winfield",267,"1121 Westbranch Hwy","","17889","PA","",40.900862,-76.8469658,"1121 Westbranch Hwy, Winfield, PA 17889, USA"
"Sunbury",268,"214 Market St","","17801","PA","",40.8625153,-76.7941582,"214 Market St, Sunbury, PA 17801, USA"
"Sunbury",269,"317 N 11th St","","17801","PA","",40.8618048,-76.7791286,"317 N 11th St, Sunbury, PA 17801, USA"
"Sunbury",270,"300 Washington Ave","","17801","PA","",40.8605309,-76.7785385,"300 Washington Ave, Sunbury, PA 17801, USA"
"Sunbury",271,"301 Arch St Ste B","","17801","PA","",40.862932,-76.7919863,"301 Arch St b, Sunbury, PA 17801, USA"
"Sunbury",272,"222 N Front St","","17801","PA","",40.8661413,-76.7945536,"222 N Front St, Sunbury, PA 17801, USA"
"Sunbury",273,"130 N 4th St","","17801","PA","",40.8630614,-76.790112,"130 N 4th St, Sunbury, PA 17801, USA"
"Sunbury",274,"330 N 12th St Ste A","","17801","PA","",40.8612033,-76.778751,"330 N 12th St a, Sunbury, PA 17801, USA"
"Sunbury",275,"1163 N 4th St","","17801","PA","",40.8747641,-76.7856188,"1163 N 4th St, Sunbury, PA 17801, USA"
"Sunbury",276,"437 Market St","","17801","PA","",40.8608814,-76.7900939,"437 Market St, Sunbury, PA 17801, USA"
"Sunbury",277,"309 N 5th St Ste B","","17801","PA","",40.864964,-76.787812,"309 N 5th St b, Sunbury, PA 17801, USA"
"Sunbury",278,"330 N 12th St Ste D","","17801","PA","",40.8612033,-76.778751,"330 N 12th St d, Sunbury, PA 17801, USA"
"Sunbury",279,"1072 Market St","","17801","PA","",40.8590466,-76.7839608,"1072 Market St, Sunbury, PA 17801, USA"
"Sunbury",280,"34 N 5th St","","17801","PA","",40.8614394,-76.7890449,"34 N 5th St, Sunbury, PA 17801, USA"
"Sunbury",281,"212 Chestnut St","","17801","PA","",40.8609358,-76.7950337,"212 Chestnut St, Sunbury, PA 17801, USA"
"Lewisburg",282,"2009 W Market St","","17837","PA","",40.957616,-76.9054802,"2009 West Market Street, Lewisburg, PA 17837, USA"
"Lewisburg",283,"2370 Old Turnpike Rd Ste 4","","17837","PA","",40.9569834,-76.9132793,"2370 Old Turnpike Rd #4, Lewisburg, PA 17837, USA"
"Lewisburg",284,"2824 Old Turnpike Rd","","17837","PA","",40.955439,-76.922197,"2824 Old Turnpike Rd, Lewisburg, PA 17837, USA"
"Lewisburg",285,"1 Hospital Dr","","17837","PA","",40.9795926,-76.8864161,"1 Hospital Dr, Lewisburg, PA 17837, USA"
"Lewisburg",286,"115 Farley Cir Ste 203","","17837","PA","",40.9639325,-76.9093301,"115 Farley Cir #203, Lewisburg, PA 17837, USA"
"Lewisburg",287,"120 Hamm Dr","","17837","PA","",40.9848912,-76.8854672,"120 Hamm Dr, Lewisburg, PA 17837, USA"
"Lewisburg",288,"7095 Westbranch Hwy Ste 1300","","17837","PA","",40.9765279,-76.887635,"7095 Westbranch Hwy #1300, Lewisburg, PA 17837, USA"
"Lewisburg",289,"3 Hospital Dr Ste 112","","17837","PA","",40.979254,-76.887988,"3 Hospital Dr #112, Lewisburg, PA 17837, USA"
"Lewisburg",290,"98 Reitz Blvd","","17837","PA","",40.958877,-76.911256,"98 Reitz Blvd, Lewisburg, PA 17837, USA"
"Lewisburg",291,"1 Dent Dr","","17837","PA","",40.9547451,-76.8848009,"Dent Dr, Lewisburg, PA 17837, USA"
"Lewisburg",292,"701 Moore Ave","","17837","PA","",40.9565071,-76.8844019,"701 Moore Ave, Lewisburg, PA 17837, USA"
"Lewisburg",293,"90 Medical Park Dr","","17837","PA","",40.979376,-76.892974,"90 Medical Park Dr, Lewisburg, PA 17837, USA"
"Lewisburg",294,"25 Lystra Rogers Dr","","17837","PA","",40.9795294,-76.892168,"25 Lystra Rogers Dr, Lewisburg, PA 17837, USA"
"Lewisburg",295,"120 Ajk Blvd","","17837","PA","",40.9915284,-76.8789766,"120 AJK Blvd, Lewisburg, PA 17837, USA"
"Lewisburg",296,"120 AJK Blvd","","17837","PA","",40.9915284,-76.8789766,"120 AJK Blvd, Lewisburg, PA 17837, USA"
"Lewisburg",297,"3 Hospital Dr","","17837","PA","",40.979254,-76.887988,"3 Hospital Dr, Lewisburg, PA 17837, USA"
"Lewisburg",298,"3 Hospital Dr Ste 204","","17837","PA","",40.979254,-76.887988,"3 Hospital Dr #204, Lewisburg, PA 17837, USA"
"Lewisburg",299,"3 Hospital Dr Ste 212","","17837","PA","",40.979254,-76.887988,"3 Hospital Dr #212, Lewisburg, PA 17837, USA"
"Lewisburg",300,"408 Market St","","17837","PA","",40.9636945,-76.8863424,"408 Market St, Lewisburg, PA 17837, USA"
"Lewisburg",301,"7095 Westbranch Hwy Ste 1100","","17837","PA","",40.9765279,-76.887635,"7095 Westbranch Hwy #1100, Lewisburg, PA 17837, USA"
"Lewisburg",302,"4612 Westbranch Hwy","","17837","PA","",40.944288,-76.880598,"4612 Westbranch Hwy, Lewisburg, PA 17837, USA"
"Lewisburg",303,"75 Medical Park Dr","","17837","PA","",40.980543,-76.890915,"75 Medical Park Dr, Lewisburg, PA 17837, USA"
"Lewisburg",304,"55 Medical Park Dr","","17837","PA","",40.9788195,-76.8914832,"55 Medical Park Dr, Lewisburg, PA 17837, USA"
"Lewisburg",305,"210 Jpm Rd Ste 200","","17837","PA","",40.979163,-76.8897716,"210 JPM Rd #200, Lewisburg, PA 17837, USA"
"Lewisburg",306,"115 Farley Cir Ste 107","","17837","PA","",40.9639325,-76.9093301,"115 Farley Cir #107, Lewisburg, PA 17837, USA"
"Lewisburg",307,"1717 W Market St","","17837","PA","",40.958176,-76.9020181,"1717 West Market Street, Lewisburg, PA 17837, USA"
"Lewisburg",308,"120 Ajk Blvd","WalMart Vision Center","17837","PA","",40.9915283,-76.8789766,"120 AJK Blvd, Lewisburg, PA 17837, USA"
"Lewisburg",309,"3 Hospital Dr Ste 216","","17837","PA","",40.979254,-76.887988,"3 Hospital Dr #216, Lewisburg, PA 17837, USA"
"Lewisburg",310,"135 Walter Dr","","17837","PA","",40.983449,-76.8847003,"135 Walter Dr, Lewisburg, PA 17837, USA"
"Lewisburg",311,"114 Market St","","17837","PA","",40.965649,-76.88332,"114 Market St, Lewisburg, PA 17837, USA"
"Lewisburg",312,"2212 Old Turnpike Rd","","17837","PA","",40.957377,-76.910343,"2212 Old Turnpike Rd, Lewisburg, PA 17837, USA"
"Lewisburg",313,"80 Medical Park Dr","","17837","PA","",40.97943,-76.891933,"80 Medical Park Dr, Lewisburg, PA 17837, USA"
"Lewisburg",314,"3 Hospital Dr Ste 312","","17837","PA","",40.979254,-76.887988,"3 Hospital Dr #312, Lewisburg, PA 17837, USA"
"Lewisburg",315,"1 Hospital Dr Ste 122","","17837","PA","",40.9795926,-76.8864161,"1 Hospital Dr #122, Lewisburg, PA 17837, USA"
"Lewisburg",316,"3 Hospital Dr Ste 114","","17837","PA","",40.979254,-76.887988,"3 Hospital Dr #114, Lewisburg, PA 17837, USA"
"Lewisburg",317,"900 Buffalo Rd","","17837","PA","",40.9676316,-76.9034208,"900 Buffalo Rd, Lewisburg, PA 17837, USA"
"Lewisburg",318,"260 Reitz Blvd","","17837","PA","",40.962143,-76.9104569,"260 Reitz Blvd, Lewisburg, PA 17837, USA"
"Lewisburg",319,"137 JPM Rd","","17837","PA","",40.9783079,-76.8925894,"137 JPM Rd, Lewisburg, PA 17837, USA"
"Elysburg",320,"289 Market St","","17824","PA","",40.8607863,-76.547633,"289 S Market St, Elysburg, PA 17824, USA"
"Elysburg",321,"464 W Valley Ave","","17824","PA","",40.8560916,-76.5603173,"464 W Valley Ave, Elysburg, PA 17824, USA"
"Elysburg",322,"436 W Valley Ave","","17824","PA","",40.856662,-76.5602149,"436 W Valley Ave, Elysburg, PA 17824, USA"
"Paxinos",323,"1172 Rt 487","","17860","PA","",40.8476252,-76.5855673,"1172 PA-487, Paxinos, PA 17860, USA"
"Absecon",324,"54 W Jimmie Leeds Rd","","08205","NJ","",39.475462,-74.53914,"54 W Jimmie Leeds Rd, Galloway, NJ 08205, USA"
"Absecon",325,"415 Chris Gaupp Dr Ste E","","08205","NJ","",39.471469,-74.543671,"415 Chris Gaupp Dr e, Galloway, NJ 08205, USA"
"Absecon",326,"72 W Jimmie Leeds Rd Ste 2500","","08205","NJ","",39.474933,-74.542617,"72 W Jimmie Leeds Rd #2500, Galloway, NJ 08205, USA"
"Absecon",327,"53 W White Horse Pike Ste D","","08205","NJ","",39.4580474,-74.5422935,"53 W White Horse Pike d, Galloway, NJ 08205, USA"
"Absecon",328,"310 Chris Gaupp Dr","","08205","NJ","",39.4749579,-74.541261,"310 Chris Gaupp Dr, Galloway, NJ 08205, USA"
"Absecon",329,"408 Chris Gaupp Dr Ste 100","","08205","NJ","",39.471346,-74.5421434,"408 Chris Gaupp Dr #100, Galloway, NJ 08205, USA"
"Absecon",330,"54 W Jimmie Leeds Rd Ste 9","","08205","NJ","",39.475462,-74.53914,"54 W Jimmie Leeds Rd #9, Galloway, NJ 08205, USA"
"Absecon",331,"48 S New York Rd","","08205","NJ","",39.4857827,-74.4582294,"48 S New York Rd, Absecon, NJ 08205, USA"
"Absecon",332,"72 W Jimmie Leeds Rd Ste 2400","","08205","NJ","",39.474933,-74.542617,"72 W Jimmie Leeds Rd #2400, Galloway, NJ 08205, USA"
"Absecon",333,"160 S New York Rd Ste C4","","08205","NJ","",39.4736394,-74.4601274,"160 S New York Rd, Absecon, NJ 08205, USA"
"Absecon",334,"408 Chris Gaupp Dr Ste 300","","08205","NJ","",39.471346,-74.5421434,"408 Chris Gaupp Dr #300, Galloway, NJ 08205, USA"
"Absecon",335,"53 W White Horse Pike","","08205","NJ","",39.4580474,-74.5422935,"53 W White Horse Pike, Galloway, NJ 08205, USA"
"Absecon",336,"542 E Jimmie Leeds Rd","","08205","NJ","",39.4560073,-74.4826398,"542 E Jimmie Leeds Rd, Galloway, NJ 08205, USA"
"Absecon",337,"76 W Jimmie Leeds Rd","","08205","NJ","",39.476213,-74.5433388,"76 W Jimmie Leeds Rd, Absecon, NJ 08205, USA"
"Absecon",338,"314 Chris Gaupp Dr Ste 203","","08205","NJ","",39.474099,-74.5419299,"314 Chris Gaupp Dr #203, Galloway, NJ 08205, USA"
"Absecon",339,"72 W Jimmie Leeds Rd Ste 2700","","08205","NJ","",39.474933,-74.542617,"72 W Jimmie Leeds Rd #2700, Galloway, NJ 08205, USA"
"Absecon",340,"314 Chris Gaupp Dr Ste 101","","08205","NJ","",39.474099,-74.5419299,"314 Chris Gaupp Dr #101, Galloway, NJ 08205, USA"
"Absecon",341,"76 W Jimmie Leeds Rd Ste 304","","08205","NJ","",39.476213,-74.5433388,"76 W Jimmie Leeds Rd #304, Absecon, NJ 08205, USA"
"Absecon",342,"161 W White Horse Pike","","08205","NJ","",39.4692096,-74.5611054,"161 W White Horse Pike, Galloway, NJ 08205, USA"
"Absecon",343,"109 W White Horse Pike Ste A","","08205","NJ","",39.463101,-74.550974,"109 W White Horse Pike a, Galloway, NJ 08205, USA"
"Absecon",344,"54 W Jimmie Leeds Rd Ste 11 and 12","","08205","NJ","",39.475462,-74.53914,"54 W Jimmie Leeds Rd #11, Galloway, NJ 08205, USA"
"Absecon",345,"436 Chris Gaupp Dr Ste 101","","08205","NJ","",39.467177,-74.543531,"436 Chris Gaupp Dr #101, Galloway, NJ 08205, USA"
"Absecon",346,"310 Chris Gaupp Dr Ste 100A","","08205","NJ","",39.4749579,-74.541261,"310 Chris Gaupp Dr #100a, Galloway, NJ 08205, USA"
"Absecon",347,"54 W Jimmie Leeds Rd Ste 11","","08205","NJ","",39.475462,-74.53914,"54 W Jimmie Leeds Rd #11, Galloway, NJ 08205, USA"
"Absecon",348,"29 S New Tork Rd Ste 700","","08205","NJ","",39.5144474,-74.4835133,"29 South Old New York Road #700, Absecon, NJ 08205, USA"
"Absecon",349,"408 E Jimmie Leeds Rd","","08205","NJ","",39.462085,-74.493201,"408 E Jimmie Leeds Rd, Absecon, NJ 08205, USA"
"Absecon",350,"408 E Jimmie Leeds Rd Ste C","","08205","NJ","",39.462085,-74.493201,"408 E Jimmie Leeds Rd c, Absecon, NJ 08205, USA"
"Absecon",351,"54 W Jimmie Leeds Rd Ste 6","","08205","NJ","",39.475462,-74.53914,"54 W Jimmie Leeds Rd #6, Galloway, NJ 08205, USA"
"Absecon",352,"18 E Jimmie Leeds Rd","","08205","NJ","",39.473398,-74.523762,"18 E Jimmie Leeds Rd, Galloway, NJ 08205, USA"
"Absecon",353,"54 W Jimmie Leeds Rd Unit 15","","08205","NJ","",39.475462,-74.53914,"54 W Jimmie Leeds Rd #15, Galloway, NJ 08205, USA"
"Pomona",354,"65 W Jimmie Leeds Ave","","08240","NJ","",39.4788292,-74.5398016,"65 W Jimmie Leeds Rd, Pomona, NJ 08240, USA"
"Pomona",355,"65 Jimmie Leeds Rd","","08240","NJ","",39.4788292,-74.5398016,"65 W Jimmie Leeds Rd, Pomona, NJ 08240, USA"
"Pomona",356,"72 W Jimmie Leeds Rd","","08240","NJ","",39.474933,-74.542617,"72 W Jimmie Leeds Rd, Galloway, NJ 08205, USA"
"Pomona",357,"65 W Jimmie Leeds Rd","","08240","NJ","",39.4788292,-74.5398016,"65 W Jimmie Leeds Rd, Pomona, NJ 08240, USA"
"Pomona",358,"61 W Jimmmie Leeds Rd","","08240","NJ","",39.4788204,-74.5397117,"61 W Jimmie Leeds Rd, Galloway, NJ 08205, USA"
"Pomona",359,"208 W Whitehorse Pike","PO Box 907","08240","NJ","907",39.4740294,-74.5686218,"208 W White Horse Pike, Pomona, NJ 08240, USA"
"Pomona",360,"72 W Jim Leeds Rd","","08240","NJ","",39.474933,-74.542617,"72 W Jimmie Leeds Rd, Galloway, NJ 08205, USA"
"Pomona",361,"235 White Horse Pike","","08240","NJ","",39.473879,-74.568408,"235 W White Horse Pike, Pomona, NJ 08240, USA"
